subject_id,subject_slug,subject_type,subject_characters,deprecated_meaning_hint,deprecated_meaning_mnemonic,deprecated_meanings,deprecated_reading_hint,deprecated_reading_mnemonic
1772,隣,Kanji,隣,"Picture all your protesting neighbors standing and eating rice while still trying to hold their signs up. Picture the butcher eating with them. The butcher brought the rice, you know!","A [radical]butcher[/radical] eats [radical]rice[/radical] with [radical]protester[/radical]s because they're his [kanji]neighbor[/kanji]s. The butcher may not be a protestor herself, but you always look out for your neighbors. And that means eating rice with them when they're hungry from protesting for so long.","",Imagine the ringing in your ears. You were just being a friendly neighbor. But now your ears are bothering you.,"Suddenly the butcher's [kanji]neighbor[/kanji]s are [reading]rin[/reading]ging ([ja]りん[/ja]) a bunch of bells. It's time to start protesting again, no time for eating! The butcher leaves her neighbors, the ringing bells still ringing in her ears. She's glad she isn't a protestor."
2172,倫,Kanji,倫,"Picture the leader throwing books labeled ""ETHICS"" off the roof at you. Dodge them, or you'll have the word ""ethics"" smashed into your face.","A [radical]leader[/radical] is standing on the [radical]roof[/radical] with a bunch of [radical]books[/radical]. The leader wants to teach you [kanji]ethics[/kanji], so he starts throwing the books off the roof at you. Is this ethical? Probably not...","",See the ethics book flying at your face. Hear the word ringing and ringing and ringing through your head over and over. Ethics ethics ethics! ,One of the [kanji]ethics[/kanji] books hits you dead in the face and you hear a [reading]rin[/reading]ging ([ja]りん[/ja]) in your ears. The ringing sounds a lot like the word ethics being repeated over and over.
986,留,Kanji,留,Imagine yourself swinging this sword around in a murderous fashion. You’ve created a pile of dead bodies. How do you feel?,"If you swing your [radical]sword[/radical] around in a [radical]rice paddy[/radical] and create a [radical]pile[/radical] of dead bodies, a group of police officers will come and [kanji]detain[/kanji] you. Murdering people with a sword is bad, especially in a rice paddy. The pile you’ve created is a bit off though, the murdered bodies are all mechanically altered cyborgs (because the radical for pile in this kanji is altered a bit). But yeah, you’re going to get detained for sure.","",Imagine yourself as Ryu. Ryu with a sword. You’re chopping to your right and shooting hadokens to your left. Awesome.,"You’re [reading]Ryu[/reading] ([ja]りゅう[/ja]) from Street Fighter and you thought you’d found a [reading]loo[/reading]phole ([ja]る[/ja]) in the system to avoid getting [kanji]detain[/kanji]ed. You figured if you murdered cyborgs and not actual people you wouldn’t get in trouble. Well, it’s not a loophole, Ryu. You’re getting detained."
2363,瑠,Kanji,瑠,Imagine being told by the king that you have to use a pile of swords to find lapis lazuli for him or you'll be killed. What do you do?,"The [radical]king[/radical] threw a [radical]pile[/radical] of [radical]sword[/radical]s in a [radical]rice paddy[/radical] and told us that the first person to get the most [kanji]lapis lazuli[/kanji] and give it to him would be allowed to live. But how are you supposed to dig with a sword? It doesn't matter, dig and look for blue rocks!","",Use that loophole and give the lapis lazuli to the king so you can live!,You can't find any [kanji]lapis lazuli[/kanji] but you do find a [reading]loo[/reading]phole ([ja]る[/ja]) in the king's rules. You decide to sit and wait with your sword ready and decide you'll kill the first person who finds it and YOU will take it to the king.
1650,塁,Kanji,塁,Imagine this zombie baseball player exploding out of his grave in the rice paddy. Hear him moaning and lurching about as he holds a base in one hand and a baseball in the other.,In a [radical]rice paddy[/radical] there is an [radical]explosion[/radical] under a [radical]grave[/radical] where a [kanji]base[/kanji] is buried. The grave is of a famous baseball player who was buried with a baseball base. His grave is in a rice paddy because he loved rice and the explosion is from him busting out of his grave. He’s a zombie.,"","Since his prized possession is now ruined, the baseball zombie man is now very sad. See him as he falls to his knees in the rice paddy and cries his little zombie eyes out.",Unfortunately his [kanji]base[/kanji] is [reading]rui[/reading]ned ([ja]るい[/ja]). Being buried in the grave all that time rotted them. The baseball and base are both ruined.
541,礼,Kanji,礼,"Feel really [kanji]thank[/kanji]ful about this. You're all wet (feel the cold wetness) and you're getting wetter. Then, this pelican comes out of the blue to keep you dry. You probably feel really really thankful about it, right?","The [radical]pelican[/radical] with an [radical]umbrella[/radical] is standing there in the rain, staying dry. You on the other hand, are not. But, this pelican is super nice. She sees you looking all pathetic and holds the umbrella over your head to keep you dry. What do you say when this happens? You say ""[kanji]thanks[/kanji].""","","Then, the pelican shoots a [reading]ray[/reading] out of the ray gun, to show you she's not messing around. It melts the wall behind you, causing you to be totally frightened.","Then you notice something else... The pelican is also holding a gun and pointing at you, and it's demanding all your money. Well, first of all, no more [kanji]thanks[/kanji] for this pelican. Second, the gun is a bit crazy. It's a futuristic [reading]ray[/reading] ([ja]れい[/ja]) gun - one that looks different from any other gun you've seen."
896,例,Kanji,例,Imagine yourself following this bad leader's example. Break your own ribs and make them bad like his. Feel your bones crack as you inflict this injury upon yourself.,"A [radical]leader[/radical] with [radical]bad[/radical] [radical]ribs[/radical] sets a poor [kanji]example[/kanji] for his men to follow. The men, wanting to be like their leader, follow his example and also acquire bad ribs. Now everyone has bad ribs. Way to go, Mr. Leader.","","Picture this ray, for example. Imagine a scene of all these innocents being wiped out by this death ray. So many lives wiped out in an instant. It’s very sad.",Another [kanji]example[/kanji] of something this bad leader does is use his death [reading]ray[/reading] ([ja]れい[/ja]) to kill innocent people. This leader is a bad guy. He has a death ray that he uses for murder. The ray kills all it touches.
936,列,Kanji,列,Look at this row of bad ribs. Look at the rows of empty holes in your chest where your ribs used to be.,You have some [radical]bad[/radical] [radical]ribs[/radical] so you take them out and put them in a [kanji]row[/kanji] to look at them.,"","You and your doctor line up a new row of ribs and fix up your chest. ""Let's do this again sometime!"" your doctor says. Hmm, ominous.","You bring your [kanji]row[/kanji] of ribs to the doctor and he says, ""[reading]Let's[/reading] ([ja]れつ[/ja]) put a new row of ribs back in your body. Let's row together!"""
1409,烈,Kanji,烈,Try and hold this fish tail even though it’s so violent and intense. Imagine holding this fish as it thrashes around and feel your ribs breaking one by one.,You got [radical]bad[/radical] [radical]ribs[/radical] from a [radical]fish tail[/radical] that was too [kanji]violent[/kanji] and [kanji]intense[/kanji] to handle. You were out catching fish with your bare hands and you found a fish that was so violent and intense in its thrashing that it broke all your ribs. The fish tail smacked you in the ribs so hard that it made all of them bad.,"",What are you waiting for? No time for hints – let’s go to the hospital!,"That [kanji]violent[/kanji] fish left you with some pretty [kanji]intense[/kanji] rib damage, huh? [reading]Let’s[/reading] ([ja]れつ[/ja]) go to the hospital! C’mon, let’s go! We need to get those bad ribs looked at."
1839,裂,Kanji,裂,"That's about as bad as ribs come, seriously. Ribs that try to split you in half? That's crazy. Imagine it happening to you.","If you have [radical]bad[/radical] [radical]ribs[/radical], they are going to come out of your body and out of your [radical]clothes[/radical], causing your clothes and body to [kanji]split[/kanji] in half.","",They fly out of your splitting body yelling that phrase. You can't believe it.,"As they [kanji]split[/kanji] your body and clothes in half, your ribs scream: ""[reading]LET'S[/reading] ([ja]れつ[/ja]) GET OUT OF HEREEEEE!"""
1084,連,Kanji,連,Imagine if someone took along a car with them on a water slide. They aren’t made to support all that weight. Picture the car breaking the water slide and falling to the ground and crunching and exploding in a fiery spectacle. Don’t take along a car to the water slide.,"On a [radical]water slide[/radical], is a [radical]car[/radical] a good thing to [kanji]take along[/kanji]? No! A car has no place on a water slide. Water slides are for people, so don’t take along a car with you, okay?","",Picture yourself renting the car knowing you’re just going to total it. Try and keep a straight face at the rental office as you fill out the paperwork to rent the car you’re going to destroy in a few hours.,"So you [kanji]take along[/kanji] your car to the water slide and then it gets demolished and now it’s lying in a smoldering pile of metal. Good thing it was a [reading]ren[/reading]tal ([ja]れん[/ja]). You rented it earlier that day for the sole purpose of driving it on the water slide. Good call renting it - renter’s insurance will cover the damages, I’m sure."
2150,蓮,Kanji,蓮,Picture sliding your car into the water under the lotus flowers. Picture you car covered in beautiful white lotuses under the water.,There is only one type of [radical]flower[/radical] that will grow out of your [radical]car[/radical] after you push it down a [radical]water slide[/radical] into water and that's a [kanji]lotus[/kanji]. Lotus flowers are the only ones that will grow out of a car that's been submerged in water. Soon your car will be covered in beautiful lotuses.,"",Imagine youself smelling the lotuses growing on your sunken rental car. Now you laugh. You laugh because it wasn't your car and you don't care because you have lotuses. Lotuses everywhere!,"Don't worry about your [kanji]lotus[/kanji] filled car though, it was a just a [reading]ren[/reading]tal ([ja]れん[/ja]) anyway. If you bring the rental place back some beautiful lotuses maybe they won't care you sunk their car?"
2398,漣,Kanji,漣,Imagine pushing your car down a water slide into a tsunami. Look how huge those ripples get!,"Push your [radical]car[/radical] down a [radical]water slide[/radical] into an oncoming [radical]tsunami[/radical] and watch the [kanji]ripples[/kanji] travel with the tsunami over the land and then back out to sea. Ripples are really pretty to watch, especially huge ones!","",Laugh as you watch the cool ripples you made with your rental car! ,You used your car to make the [kanji]ripples[/kanji] because it was just a [reading]ren[/reading]tal ([ja]れん[/ja]). The rental place can't blame you for losing their car in a tsunami! And they'll never find out you rented it just to make tsunami ripples!
1703,賂,Kanji,賂,"Imagine yourself kissing a clam. Feel its cold shell on your lips as you smell the salty ocean. It’s all worth it though, so just keep your eyes on that $1,000 prize.","You take a [radical]clam[/radical] and [radical]kiss[/radical] it on a [kanji]bribe[/kanji]. Someone gave you a bribe of $1,000 to kiss this clam. Who wouldn’t take that bribe?","","Imagine yourself running down the road, feet slapping on the pavement. Hold your bribe money tightly in your fists as you dash down the road.","After you kiss the clam, you take your [kanji]bribe[/kanji] money and run off down the [reading]ro[/reading]ad ([ja]ろ[/ja]) to the nearest shopping center. Fortunately there is one just down the road, so you’ll get there in no time."
1344,郎,Kanji,郎,Is this sexist? Maybe. Use that to remember this kanji.,Every [radical]good[/radical] [radical]butcher[/radical] is a [kanji]guy[/kanji]. Guys make the best butchers. A guy butcher is a good butcher.,"",Picture a bunch of guys trying to prove that they can eat more roe than their girlfriends. Watch the girls roll their eyes and walk away. Watch the guys eat the roe anyway because it’s delicious.,"Also, compared to a girl, a [kanji]guy[/kanji] can eat way more [reading]roe[/reading] ([ja]ろう[/ja]). I mean, I don’t like roe and that’s why I don’t eat a lot, but guys can definitely eat more roe than girls. "
1454,廊,Kanji,廊,"See this good butcher standing in the corridor, tying up his epic mullet. Really focus on the corridor he’s in, imagining what the walls look like as you touch them.","You see a [radical]mullet[/radical] on a [radical]good[/radical] [radical]butcher[/radical] as he stands in a [kanji]corridor[/kanji]. He’s in the corridor because he needs to get his mullet into his hair net before he starts butchering. Since he’s such a good butcher, he never forgets to tie up his mullet.","",This corridor won’t claim another roe life thanks to the good butcher and his trusty fast reflexes (and mulleted head)!,"As you walk down the [kanji]corridor[/kanji], you trip and drop the bucket of salmon [reading]roe[/reading] ([ja]ろう[/ja]) you were bringing to sell him. The good butcher dives and manages to save every last roe from splatting all over the corridor’s ground. "
1848,朗,Kanji,朗,The better the moon is the brighter it will be. i.e. if it's a full moon it's a good moon and it's a bright moon.,A [radical]good[/radical] [radical]moon[/radical] is one that's nice and big and [kanji]bright[/kanji]. ,"",Picture the bright moon. Now picture the roe on your sushi glowing brightly too. Now eat it and maybe you’ll be bright!,It’s so [kanji]bright[/kanji] that you can see all the [reading]roe[/reading] ([ja]ろう[/ja]) in the sea glowing and reflecting the light like stars. It’s so pretty! You had no idea the moon could be so bright that the roe in the sea would be bright right back at it!
2426,浪,Kanji,浪,"Picture that good hearted tsunami, wandering the open sea. It's really just a big wave now. But it's doing it for the good of the people, so you have to respect it!","If a [radical]tsunami[/radical] is [radical]good[/radical] then it knows not to hit land, and instead [kanji]wander[/kanji]s the open sea. As long as it wanders, it won't damage any land or people. What a good dude.","","Imagine wandering the ocean by rowboat. It might make your arms tired, but you have to admit, it's pretty cool.",You can go visit the [kanji]wander[/kanji]ing tsunami if you get a [reading]row[/reading]boat ([ja]ろう[/ja]) and row yourself out to see. Then you can wander the world together. How romantic.
1119,論,Kanji,論,"See yourself trying to prove this theory. You’ve gathered up one bazillion books and now you’re stacking them atop the roof. Feel the bindings as you stack them on the roof, the breeze causing the pages to flap and flutter in the wind.",They [radical]say[/radical] that a [radical]roof[/radical] can hold over one bazillion [radical]books[/radical] – it’s just a [kanji]theory[/kanji] though. This theory hasn’t actually been tested; it’s just something they say. Can a roof really hold over one bazillion books? Is the roof strong enough to support that many books? We may never know.,"","See yourself as Ron Weasley, atop the roof of Hogwarts, piling up over one bazillion books to see if the roof can support them. Hopefully the roof does support the books, otherwise you’re going to be in a lot of trouble, Ron.","Your name is [reading]Ron[/reading] ([ja]ろん[/ja]), Ron Weasley. Your friends at Hogwarts dared you to try and prove this [kanji]theory[/kanji], so now you’re putting the theory to the test. Ron Weasley never turns down a dare."
712,和,Kanji,和,"Taste the pine sap in your mouth, the splinters in your teeth. It was all worth it, for peace was made! Well done.  Imagine the Japanese people chewing down pines as well, in celebration.

This kanji means [kanji]Japanese style[/kanji], too. The explanation is pretty long and it goes all the way back to China. Basically, this kanji is used to represent the Japanese, so any ""Japanese something-or-other"" uses this kanji. They are the ""Wa"" people!",You’ve chomped down a [radical]pine[/radical] tree with nothing but your [radical]mouth[/radical] to bring [kanji]peace[/kanji] to the Japanese nation. Why does felling a pine with nothing but your mouth bring peace? It is [kanji]Japanese style[/kanji].,"","What are you going to do with a walrus, though? Think about how you regret bringing peace to Japan. You regret chewing down that pine. This walrus is just a big pain!","What did you do? You brought [kanji]peace[/kanji] to the Japanese. In response for this great peace, they give you a [reading]Wa[/reading]lrus."
2113,把,Kanji,把,"Imagine a bed that's more in the shape of a bundle than a bed. Not particularly comfortable in this shape, but why did anyone think a bundle of nailbats would be comfortable as a bed anyways?","A [radical]nailbat[/radical] [radical]bed[/radical] is a [kanji]bundle[/kanji] of nailbats in the form of a bed, but it's still a big old [kanji]bundle[/kanji] nonetheless.","","Look at the bundle nailbat bed and just say: ""What? hahaha"" over and over at it, because it's absurd.",[reading]Wha[/reading]t ([ja]わ[/ja])? You thought it would be comfortable? [reading]Ha[/reading] ([ja]は[/ja]) ha ha ha ha. What? Hahaha.
1702,賄,Kanji,賄,"See this clam literally rolling in bribe money. Hear the clam shell shattering as you see him diving into the money screaming, “LOOK AT ALL THE MONEY I HAVE!”","A [radical]clam[/radical] shouldn’t [radical]have[/radical] [kanji]bribe[/kanji] money, but he does. That clam is bad news. He shouldn’t have all that bribe money because such activities are frowned upon in clam society, but this clam is just rolling in bribe money.","","Listen to these clams screaming “WHY?!” as they get their kneecaps blown off. Wait, do clams even have kneecaps?","Do you know what happens when somebody doesn’t pay the clam his [kanji]bribe[/kanji] money? The clam shoots off their kneecaps. They always scream, “[reading]Why[/reading]?? ([ja]わい[/ja]) WHYYYYYY!?! WHY WHY WHY!!?!?” But it matters not. This clam has no room in his heart for pity."
1253,渡,Kanji,渡,The hick is sitting on a stool just like he's on a form of mass transit. What a weird image to have in your mind.,"A [radical]tsunami[/radical] carries a [radical]hick[/radical] and a [radical]stool[/radical] atop it. In fact, the hick is sitting on the stool like it's a seat in a subway. This is his form of [kanji]transit[/kanji].","",Maybe when the tsunami stops at the next station you'll take the water transit for a ride yourself.,What kind of [kanji]transit[/kanji] is he riding on? [reading]Water[/reading] ([ja]わた[/ja]) transit.
1193,割,Kanji,割,Feel this master surgeon divide your body into multiple pieces. Feel him divide your mouth from your face and each of your ribs from your body. Hear the bones crack and flesh rip as he continues to divide you.,"Wearing a [radical]helmet[/radical] for safety, a [radical]master[/radical] of the [radical]mouth[/radical] and [radical]ribs[/radical] begins to [kanji]divide[/kanji] your body into pieces. This master of the mouth and ribs is a demented surgeon. He’s dividing your body into pieces, starting by removing your mouth and your ribs.","","See Wario, all splattered with blood, guzzling down a whole gallon of water. Hear the water slosh about as Wario chugs it down.","This master surgeon is actually [reading]Wari[/reading]o ([ja]わり[/ja]) from the Nintendo universe. Wario likes to [kanji]divide[/kanji] people into pieces because he’s evil. An evil mastermind. And after he finishes dividing you, Wario likes to drink a gallon of [reading]wa[/reading]ter ([ja]わ[/ja]). Wario really likes water, so he drinks a lot of it."
1657,湾,Kanji,湾,Imagine you are the spring getting blown away by this tsunami. Feel the wind and water carry you into the gulf and hear the water crash and wind blow. Also remember that the spring is an off-red color since the red radical is altered here.,A [radical]tsunami[/radical] blows a bouncy off-[radical]red[/radical] [radical]spring[/radical] into the [kanji]gulf[/kanji]. The tsunami was very violent so this off-red spring got blown all the way from across the ocean into this gulf here.,"",You are the one! You alone traveled across the sea to the gulf. You are the only one!,"Wait, how many springs were there? [reading]One[/reading] ([ja]わん[/ja]). There was one spring that got blown into the [kanji]gulf[/kanji]. Just one spring. That’s you."
889,養,Kanji,養,Imagine eating a fish fin with sheep wool on it. It tastes fishy like the ocean but the wool tastes like clothes. It’s probably the worst thing ever. Imagine eating something like this and taste its flavor on your tongue.,"[radical]Sheep[/radical] [radical]fins[/radical] are [radical]good[/radical] for [kanji]foster[/kanji] children. The sheep have been genetically combined with fish, so the sheep have fins. These sheep fins are very rich in nutrients and as such are very good for foster children that need to grow up big and strong.","","Remember how bad those sheep fins tasted? Now imagine eating your favorite yogurt flavor instead. You’re a foster child, but you don’t even care about that right now – this yogurt is delicious.","The best way to [kanji]foster[/kanji] a better relationship with these foster kids would be to give them some [reading]yo[/reading]gurt ([ja]よう[/ja]). Maybe they can dip the sheep fins in the yogurt to help mask the strange taste. Yogurt is also very nutritious, so it’s a good supplement to the foster kids’ diet."
496,久,Kanji,久,"You've seen Jurassic Park, though. You know this isn't true... Be suspicious of whoever's telling you this.","The [radical]raptor cage[/radical] is a reinforced enclosure, so it will hold those raptors in for a really [kanji]long time[/kanji].","","Add a few more instances of Jar Jar saying ""Heesa"" instead of ""He's a"" in your mind.","Turns out, the person telling you they'll last for a <kan>long time</kan> is a big idiot. It's Jar Jar Binks. ""[reading]Heesa[/reading] (ひさ) very scary raptor! But weesa safe because heesa stuck in there for a long time!"" he yells before running off."
497,今,Kanji,今,"He is an incredibly impatient God. That is something you'll have to remember when thinking about this, because impatient gods want things done right [kanji]NOW[/kanji]!","We theoretically have the Egyptian God [radical]Ra[/radical] wearing a [radical]hat[/radical] to help us to remember this kanji. Just think about this God, wearing a silly hat... maybe one of those ones with a propeller. He takes off his hat and wants someone to take it from him right [kanji]NOW[/kanji].","","Imagine the surprise of a condor going for a hat like that, especially a god like Ra's hat. Must have been really cool for a condor to do that.","When we need to remember the reading こん, we'll use the word ""Condor."" When Ra gets his hat taken off his head, the servant runs off with it to put it away someplace safe. Suddenly, a [reading]Con[/reading]dor ([ja]こん[/ja]) swoops down grabbing the hat, tearing it away from the servant. Ra is pissed, and shoots the condor down, burning his hat and the condor."
524,母,Kanji,母,"On the other hand, you can imagine your [kanji]mother[/kanji] yelling at you to put your clothes away in your [radical]drawers[/radical] as well. Either way, just make sure your mother is involved in this mnemonic.","The [radical]drawer[/radical] radical looks like the [kanji]mother[/kanji] kanji, though their meanings are different. Still, this isn't too far of a stretch. Who's the nice person that folds and puts your clothes in your drawer? That's your mother.","","""[reading]HAHA[/reading] this!!"" your [kanji]mother[/kanji] might reply, slapping you across the head.","Whenever your [kanji]mother[/kanji] tells you to put away your own clothes in your [radical]drawer[/radical] though, you just laugh. ""[reading]Ha ha[/reading]!"" you say."
611,向,Kanji,向,"Maybe the cyclops hears something behind him, so he swings around, and looks [kanji]yonder[/kanji] again.","The [radical]cyclops[/radical] only has one eye, so it really likes to look off into the distance with it. He's like the tower of Sauron, he thinks, with his one big eye. He's [kanji]facing[/kanji] [kanji]yonder[/kanji], his large eye seeing all.","","Now you can imagine the cyclops and こういち battling it out. It's an epic fight, but you decide who wins.","As the cyclops is looking [kanji]yonder[/kanji] he sees something moving (finally!). Turns out it's [reading]こう[/reading]いち, who's trying to get rid of the one ring! ""Oh crap,"" thinks the cyclops. ""I better go take him out."""
627,東,Kanji,東,"So, turn to the east and make your way over there. Did you find all the fins you were looking for? Actually figure out in your imagination which direction east is though. If you struggle a bit at figuring it out (maybe you check moss on trees or check the wind or check the sun...) you'll likely remember this kanji's meaning better. P.S. This kanji looks very similar to the radical [ja]束[/ja] but it's a little different. See how it's a rice paddy in the middle and it isn't just one flat mouth? Make sure you pay careful attention and don't mix them up!","There are some holy [radical]cross[/radical] [radical]rice paddy[/radical]s with religiously important fish [radical]fins[/radical] in them for some reason. You want to collect these fins, but you don't know where to go. You survey around. All you know is that these cross-shaped fin-filled rice paddys are to the [kanji]east[/kanji].","","Feel these scaly, webbed fins in your hands. You're very tired from walking all the way to Tokyo, but these fins were worth it. Hold them up to the sky as you collapse into the rice paddy exhausted.","You walk to what you think is [kanji]east[/kanji] and test the rice paddy waters out. Eventually you find yourself in [reading]To[/reading]kyo ([ja]とう[/ja]), which is about as far east as you can get. Once in Tokyo, you reach into the water and pull out some fish fins."
634,南,Kanji,南,"So, where is that place? Is it France? Is it Brazil? Is it some city, maybe? Wherever it is, imagine the people of that place to have sheep heads with crosses. Imagine yourself driving down there and seeing all of them, walking around like it's normal. What's up with these southern people?","Where are you, right this very moment? Once you've got that, imagine people with little, tiny [radical]sheep[/radical] [radical]head[/radical]s carrying [radical]cross[/radical]es living to the [kanji]south[/kanji] of you.","","Only nan? That's pretty odd. Go around to a bunch of other places as well. Turns out the sheep was telling the truth. They only eat nan here. Time to go back north, I think.","When you go down to the [kanji]south[/kanji] you have to stop in somewhere to eat. Of course, a little sheep-headed cross-wearing person serves you and asks you what you want. Tell the sheep what you want. He says, ""sorry, the only thing we serve in this city is [reading]naan[/reading] (なん). Would you like naan?"""
639,活,Kanji,活,"Imagine the mouths doing all kinds of things that you'd personally associate with being ""lively."" This is more of a personal thing, so fit the mnemonic to your own tastes!","A [radical]tsunami[/radical] of a [radical]thousand[/radical] [radical]mouths[/radical] sweeps over your city, enveloping everything in its path. As you're being swallowed up, the one thing you notice is how [kanji]lively[/kanji] the mouths are. They're talking, they're having a good time, and they're laughing. So lively!","","Nom nom nom nom. There's just as many cats as there are mouths, making for a really crazy scene. Imagine a standing room only cat fest.","After the [kanji]lively[/kanji] mouth tsunami is over, the town is infested by thousands of [reading]cats[/reading] (かつ) who enjoy feeding on mouths."
717,泳,Kanji,泳,"Think back to when you were a child, swimming in the sea. Remember how big the waves seemed back then? Probably seemed like a tsunami to you. Remember those family vacations and how you had to swim away from these massive tsunamis.","Many [radical]drop[/radical]s of [radical]water[/radical] gather together to turn into a giant [radical]tsunami[/radical], forcing you to [kanji]swim[/kanji] for your life! Hard to believe how tiny little drops of water could create such a large tsunami, but you don’t have time to ponder it over. Swim! Swim away!","","Picture yourself swimming home in the aftermath of the tsunami. Imagine yourself in the water, each swim stroke saying, ""Oy"". Now swim back home. Oy, oy, oy.","[reading]Oy[/reading] ([ja]およ[/ja])! Oy, stop daydreaming about when you were a child and get outta there! There's a tsunami coming! You don't want to have to [kanji]swim[/kanji] back home, do you?"
832,球,Kanji,球,Imagine yourself inside of this sphere. It’s congested and you’re claustrophobic. Now imagine the water king putting a lid on top of the sphere to seal you in for good. It’s scary.,"If the [radical]water[/radical] [radical]king[/radical] doesn’t put a [radical]lid[/radical] on that [kanji]sphere[/kanji], something could escape from it. The sphere is meant for containing things, and without a lid, things won’t be contained properly. Therefore it is up to the water king to put a lid on that container sphere.","","Picture this cute rabbit in this display sphere. While it is cute, you feel bad for it because it has no room to move. It might even die from these conditions inside of the sphere. Feel sad for this cute rabbit.","The next creature the water king wants to seal in a [kanji]sphere[/kanji] is a [reading]cu[/reading]te ([ja]きゅう[/ja]) rabbit. He has a transparent sphere for viewing his captured creatures, and he wants a cute rabbit to go in this sphere so he can admire the rabbit and its cuteness."
840,植,Kanji,植,"Picture this scene in your mind. The pope is trapped up in a tree and the lion is waiting below, pacing back and forth. Imagine if you were the pope. This would be terrifying!","A [radical]lion[/radical] has chased the [radical]pope[/radical] up into a [radical]tree[/radical], which is a very large [kanji]plant[/kanji]. Trees are one of the largest plants around, so it’s a good place for a pope to hide from a lion. This particular lion isn’t so good at climbing plants like trees, so the pope should be safe for a while.","","Imagine being chased by a hungry lion. It’s a shocking thing to imagine. You’ll be running faster than you’ve ever run in your life. If you don’t run faster than that lion, you’re dead meat.","Seeing a lion chasing after you out of nowhere would be quite the [reading]shock[/reading] ([ja]しょく[/ja]). Where did this lion even come from? There aren’t even any zoos nearby so this comes as quite the shock. No time to think of how much of a shock it is though, there’s a lion after you – [kanji]plant[/kanji] one foot after the other and run!"
862,感,Kanji,感,"Imagine this creepy drunkard hitting on you, feeling your shoulders and touching your hair. You’re feeling incredibly uncomfortable. Imagine what this would be like and how you’d be feeling.","A [radical]drunkard[/radical] with the [radical]heart[/radical] of a [radical]creeper[/radical] is going to leave you [kanji]feeling[/kanji] pretty uncomfortable. His creeper heart shows its true nature whenever he’s drunk, and since he’s a drunkard, he is drunk a lot. He’s a serial creeper and leaves everyone feeling violated.","","Imagine yourself carrying lots of cans. It would probably be a pretty awkward feeling to carry a can in your sock, but hey – you only have so many pockets.","You have the [kanji]feeling[/kanji] this drunkard has been drinking all day. You can tell because he has a beer [reading]can[/reading] ([ja]かん[/ja]) in his hand, a can in his pocket, and a can in his sock. "
872,題,Kanji,題,"Imagine yourself acting along with the other members of the cast. Incorporate the three radicals (sun, coat rack, geoduck) into the skit.","A [radical]coat rack[/radical] was found in the [radical]sun[/radical] with a [radical]geoduck[/radical] hanging on it. That's the [kanji]topic[/kanji] of today's improv show ""Whose Line Is It Anyway?"" Oh, and it is starring you!","","Imagine using this topic as best you can, acting like the poor geoduck dies in your skit!","The first thing that pops into your head for today's [kanji]topic[/kanji] is that geoducks will [reading]die[/reading] ([ja]だい[/ja]) if they're left suspended in the sun. Being hung on a coat rack is really dangerous for it already, but then baking in the hot sun... it's going to die! For sure!"
890,像,Kanji,像,Imagine the leader pigging out on a statue sized amount of food. That’s a lot to eat. Now the leader is disgustingly full and the image / statue made of him/her isn't very representative.,"A good [radical]leader[/radical] has no [radical]excuse[/radical] to [radical]pig[/radical] out on a ton of food before someone comes to paint his or her [kanji]image[/kanji] and then make a [kanji]statue[/kanji] from it. If you do that, you won't look good for the image / statue that's being made of you, so no pigging out and no excuses, okay leader?","","You are the zoning inspector. You are the one who created these zones, much to your embarrassment.",What’s even worse is that the image and statue are so big that they have to create new [reading]zo[/reading]ning ([ja]ぞう[/ja]) laws to cope with the sheer size of them.
909,材,Kanji,材,Picture yourself chopping this tree down for lumber. You’re a lumberjack. Feel the axe in your hand and hear the chop chop noise as you turn this tree into lumber.,"This kanji is made up of a [radical]tree[/radical] and another (slightly modified) [radical]tree[/radical], though the second one is partway cut down. This is because it's about to all be cut down and used for [kanji]lumber[/kanji].","",Imagine yourself playing this massive xylophone. It’s big and very loud. Imagine how loud it would be and hear the booming plink plink of the xylophone keys.,"Once you turn this tree into [kanji]lumber[/kanji], you’re going to use that lumber to build the largest [reading]xy[/reading]lophone ([ja]ざい[/ja]) known to man. Music is your passion and you love the xylophone. After you’ve collected the last of this lumber, you’ll finally have enough to create this grand xylophone."
1001,堂,Kanji,堂,Imagine a worm inside a Viking hall or public chamber. Now imagine it getting squashed under the mighty boot of a Viking. Worms don’t belong there.,"A [radical]worm[/radical] has no place in a [radical]Viking[/radical] [kanji]hall[/kanji] or [kanji]public chamber[/kanji]. These are spaces reserved for brave Vikings, not measly worms!","","Picture these Vikings chowing down on their doughnuts as the meeting begins. Soft, warm, flaky doughnuts, Mmm.","When Vikings gather inside a [kanji]hall[/kanji] or a [kanji]public chamber[/kanji], they always eat a [reading]dou[/reading]ghnut ([ja]どう[/ja]) to start the meeting. The eating of doughnuts has become synonymous with hall meetings and the like."
1006,栄,Kanji,栄,Picture yourself as this viking. You're so excited about the prosperity you'll experience you are able to use your bare hands to tear apart the wood.,"The [radical]Viking[/radical] cuts down a [radical]tree[/radical] and carves it with his bare hands into a longboat. With this, he will be able to move up in the world, experiencing [kanji]prosperity[/kanji] and being able to [kanji]flourish[/kanji].","","Imagine yourself as the ""Ace"" of the ship, an ""Ace Card"" tucked in your helmet for good luck.","In fact, since you made this ship, you get to be the [reading]a[/reading]ce ([ja]えい[/ja]) of the boat, which is way better than captain."
